Name,Type,Power,Toughness,Mana Cost,Colors,Text,Quantity,Standard Legal
"Loot, Exuberant Explorer",Legendary Creature — Beast Noble,1.0,4.0,{2}{G},G,"You may play an additional land on each of your turns.
{4}{G}{G}, {T}: Look at the top six cards of your library. You may reveal a creature card with mana value less than or equal to the number of lands you control from among them and put it onto the battlefield. Put the rest on the bottom in a random order.",2,True
Mossborn Hydra,Creature — Elemental Hydra,,,{2}{G},G,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
This creature enters with a +1/+1 counter on it.
Landfall — Whenever a land you control enters, double the number of +1/+1 counters on this creature.",4,True
Needletooth Pack,Creature — Dinosaur,4.0,5.0,{3}{G}{G},G,"Morbid — At the beginning of your end step, if a creature died this turn, put two +1/+1 counters on target creature you control.",2,True
Quilled Greatwurm,Creature — Wurm,7.0,7.0,{4}{G}{G},G,"Trample
Whenever a creature you control deals combat damage during your turn, put that many +1/+1 counters on it. (It must survive to get the counters.)
You may cast this card from your graveyard by removing six counters from among creatures you control in addition to paying its other costs.",2,True
Spinner of Souls,Creature — Spider Spirit,4.0,3.0,{2}{G},G,"Reach
Whenever another nontoken creature you control dies, you may reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order.",3,True
Treetop Snarespinner,Creature — Spider,1.0,4.0,{3}{G},G,"Reach (This creature can block creatures with flying.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
{2}{G}: Put a +1/+1 counter on target creature you control. Activate only as a sorcery.",3,True
Wardens of the Cycle,Creature — Elf Warlock,3.0,4.0,{1}{B}{G}{G},"B,G","Morbid — At the beginning of your end step, if a creature died this turn, choose one —
• You gain 2 life.
• You draw a card and you lose 1 life.",3,True
Bake into a Pie,Instant,,,{2}{B}{B},B,"Destroy target creature. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",3,True
Burglar Rat,Creature — Rat,1.0,1.0,{1}{B},B,"When this creature enters, each opponent discards a card.",4,True
Diregraf Ghoul,Creature — Zombie,2.0,2.0,{B},B,This creature enters tapped.,4,True
Exsanguinate,Sorcery,,,{X}{B}{B},B,Each opponent loses X life. You gain life equal to the life lost this way.,2,True
"Liliana, Dreadhorde General",Legendary Planeswalker — Liliana,,,{4}{B}{B},B,"Whenever a creature you control dies, draw a card.
[+1]: Create a 2/2 black Zombie creature token.
[−4]: Each player sacrifices two creatures of their choice.
[−9]: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest.",1,True
Macabre Waltz,Sorcery,,,{1}{B},B,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",3,True
Painful Quandary,Enchantment,,,{3}{B}{B},B,"Whenever an opponent casts a spell, that player loses 5 life unless they discard a card.",2,True
Pilfer,Sorcery,,,{1}{B},B,Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.,2,True
Reassembling Skeleton,Creature — Skeleton Warrior,1.0,1.0,{1}{B},B,{1}{B}: Return this card from your graveyard to the battlefield tapped.,4,True
Rise of the Dark Realms,Sorcery,,,{7}{B}{B},B,Put all creature cards from all graveyards onto the battlefield under your control.,1,True
Rune-Scarred Demon,Creature — Demon,6.0,6.0,{5}{B}{B},B,"Flying
When this creature enters, search your library for a card, put it into your hand, then shuffle.",1,True
Stromkirk Bloodthief,Creature — Vampire Rogue,2.0,2.0,{2}{B},B,"At the beginning of your end step, if an opponent lost life this turn, put a +1/+1 counter on target Vampire you control.",3,True
Vampire Nighthawk,Creature — Vampire Shaman,2.0,3.0,{1}{B}{B},B,"Flying
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",4,True
Zombify,Sorcery,,,{3}{B},B,Return target creature card from your graveyard to the battlefield.,3,True
Doubling Season,Enchantment,,,{4}{G},G,"If an effect would create one or more tokens under your control, it creates twice that many of those tokens instead.
If an effect would put one or more counters on a permanent you control, it puts twice that many of those counters on that permanent instead.",4,True
Dwynen's Elite,Creature — Elf Warrior,2.0,2.0,{1}{G},G,"When this creature enters, if you control another Elf, create a 1/1 green Elf Warrior creature token.",2,True
Elvish Archdruid,Creature — Elf Druid,2.0,2.0,{1}{G}{G},G,"Other Elf creatures you control get +1/+1.
{T}: Add {G} for each Elf you control.",1,True
Garruk's Uprising,Enchantment,,,{2}{G},G,"When this enchantment enters, if you control a creature with power 4 or greater, draw a card.
Creatures you control have trample. (Each of those creatures can deal excess combat damage to the player or planeswalker it's attacking.)
Whenever a creature you control with power 4 or greater enters, draw a card.",2,True
"Ghalta, Primal Hunger",Legendary Creature — Elder Dinosaur,12.0,12.0,{10}{G}{G},G,"This spell costs {X} less to cast, where X is the total power of creatures you control.
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)",1,True
Gnarlid Colony,Creature — Beast,2.0,2.0,{1}{G},G,"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
If this creature was kicked, it enters with two +1/+1 counters on it.
Each creature you control with a +1/+1 counter on it has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)",4,True
Grow from the Ashes,Sorcery,,,{2}{G},G,"Kicker {2} (You may pay an additional {2} as you cast this spell.)
Search your library for a basic land card, put it onto the battlefield, then shuffle. If this spell was kicked, instead search your library for two basic land cards, put them onto the battlefield, then shuffle.",3,True
Inspiring Call,Instant,,,{2}{G},G,"Draw a card for each creature you control with a +1/+1 counter on it. Those creatures gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",4,True
Llanowar Elves,Creature — Elf Druid,1.0,1.0,{G},G,{T}: Add {G}.,4,True
Mild-Mannered Librarian,Creature — Human,1.0,1.0,{G},G,{3}{G}: This creature becomes a Werewolf. Put two +1/+1 counters on it and you draw a card. Activate only once.,4,True
Nessian Hornbeetle,Creature — Insect,2.0,2.0,{1}{G},G,"At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on this creature.",4,True
Overrun,Sorcery,,,{2}{G}{G}{G},G,Creatures you control get +3/+3 and gain trample until end of turn. (Each of those creatures can deal excess combat damage to the player or planeswalker it's attacking.),1,True
Reclamation Sage,Creature — Elf Shaman,2.0,1.0,{2}{G},G,"When this creature enters, you may destroy target artifact or enchantment.",1,True
Scavenging Ooze,Creature — Ooze,2.0,2.0,{1}{G},G,"{G}: Exile target card from a graveyard. If it was a creature card, put a +1/+1 counter on this creature and you gain 1 life.",1,True
Vivien Reid,Legendary Planeswalker — Vivien,,,{3}{G}{G},G,"[+1]: Look at the top four cards of your library. You may reveal a creature or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
[−3]: Destroy target artifact, enchantment, or creature with flying.
[−8]: You get an emblem with ""Creatures you control get +2/+2 and have vigilance, trample, and indestructible.""",1,True
Wildwood Scourge,Creature — Hydra,,,{X}{G},G,"This creature enters with X +1/+1 counters on it.
Whenever one or more +1/+1 counters are put on another non-Hydra creature you control, put a +1/+1 counter on this creature.",4,True
"Lathril, Blade of the Elves",Legendary Creature — Elf Noble,2.0,3.0,{2}{B}{G},"B,G","Menace (This creature can't be blocked except by two or more creatures.)
Whenever Lathril deals combat damage to a player, create that many 1/1 green Elf Warrior creature tokens.
{T}, Tap ten untapped Elves you control: Each opponent loses 10 life and you gain 10 life.",1,True
Desecration Demon,Creature — Demon,6.0,6.0,{2}{B}{B},B,"Flying
At the beginning of each combat, any opponent may sacrifice a creature of their choice. If a player does, tap this creature and put a +1/+1 counter on it.",1,True
Midnight Reaper,Creature — Zombie Knight,3.0,2.0,{2}{B},B,"Whenever a nontoken creature you control dies, this creature deals 1 damage to you and you draw a card.",1,True
Nullpriest of Oblivion,Creature — Vampire Cleric,2.0,1.0,{1}{B},B,"Kicker {3}{B} (You may pay an additional {3}{B} as you cast this spell.)
Lifelink
Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, if it was kicked, return target creature card from your graveyard to the battlefield.",1,True
Sanguine Indulgence,Sorcery,,,{3}{B},B,"This spell costs {3} less to cast if you've gained 3 or more life this turn.
Return up to two target creature cards from your graveyard to your hand.",1,True
Tribute to Hunger,Instant,,,{2}{B},B,Target opponent sacrifices a creature of their choice. You gain life equal to that creature's toughness.,2,True
Vampiric Rites,Enchantment,,,{B},B,"{1}{B}, Sacrifice a creature: You gain 1 life and draw a card.",2,True
Circuitous Route,Sorcery,,,{3}{G},G,"Search your library for up to two basic land cards and/or Gate cards, put them onto the battlefield tapped, then shuffle.",2,True
Heroes' Bane,Creature — Hydra,,,{3}{G}{G},G,"This creature enters with four +1/+1 counters on it.
{2}{G}{G}: Put X +1/+1 counters on this creature, where X is its power.",1,True
Primeval Bounty,Enchantment,,,{5}{G},G,"Whenever you cast a creature spell, create a 3/3 green Beast creature token.
Whenever you cast a noncreature spell, put three +1/+1 counters on target creature you control.
Landfall — Whenever a land you control enters, you gain 3 life.",1,True
Rampaging Baloths,Creature — Beast,6.0,6.0,{4}{G}{G},G,"Trample
Landfall — Whenever a land you control enters, you may create a 4/4 green Beast creature token.",1,True
Springbloom Druid,Creature — Elf Druid,1.0,1.0,{2}{G},G,"When this creature enters, you may sacrifice a land. If you do, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.",1,True
Vizier of the Menagerie,Creature — Snake Cleric,3.0,4.0,{3}{G},G,"You may look at the top card of your library any time.
You may cast creature spells from the top of your library.
You can spend mana of any type to cast creature spells.",1,True
Wildborn Preserver,Creature — Elf Archer,2.0,2.0,{1}{G},G,"Flash (You may cast this spell any time you could cast an instant.)
Reach (This creature can block creatures with flying.)
Whenever another non-Human creature you control enters, you may pay {X}. When you do, put X +1/+1 counters on this creature.",1,True
Maelstrom Pulse,Sorcery,,,{1}{B}{G},"B,G",Destroy target nonland permanent and all other permanents with the same name as that permanent.,1,True
Golgari Guildgate,Land — Gate,,,,"B,G","This land enters tapped.
{T}: Add {B} or {G}.",5,True
Temple of Malady,Land,,,,"B,G","This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {B} or {G}.",1,True
Massacre Wurm,Creature — Phyrexian Wurm,6.0,5.0,{3}{B}{B}{B},B,"When this creature enters, creatures your opponents control get -2/-2 until end of turn.
Whenever a creature an opponent controls dies, that player loses 2 life.",1,True
Back on Track,Sorcery,,,{4}{B},B,"Return target creature or Vehicle card from your graveyard to the battlefield. Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater.""",2,True
Chitin Gravestalker,Creature — Insect Warrior,5.0,4.0,{5}{B},B,"This spell costs {1} less to cast for each artifact and/or creature card in your graveyard.
Cycling {2} ({2}, Discard this card: Draw a card.)",4,True
Cryptcaller Chariot,Artifact — Vehicle,5.0,5.0,{3}{B},B,"Menace
Whenever you discard one or more cards, create that many tapped 2/2 black Zombie creature tokens.
Crew 2",1,True
Deathless Pilot,Creature — Zombie Pilot,2.0,2.0,{1}{B},B,"This creature saddles Mounts and crews Vehicles as though its power were 2 greater.
{3}{B}: Return this card from your graveyard to your hand.",1,True
Demonic Junker,Artifact — Vehicle,4.0,3.0,{6}{B},B,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
When this Vehicle enters, for each player, destroy up to one target creature that player controls. If a creature you controlled was destroyed this way, put two +1/+1 counters on this Vehicle.
Crew 2",2,True
Engine Rat,Creature — Zombie Rat,1.0,1.0,{B},B,"Deathtouch
{5}{B}: Each opponent loses 2 life.",4,True
Gas Guzzler,Creature — Vampire Rogue,2.0,1.0,{B},B,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
This creature enters tapped.
Max speed — {B}, Sacrifice another creature or Vehicle: Draw a card.",1,True
Gastal Raider,Creature — Vampire Rogue,2.0,1.0,{2}{B},B,"Start your engines!
When this creature enters, target opponent reveals their hand. You choose an instant or sorcery card from it. That player discards that card.
Max speed — This creature gets +1/+1 and has menace.",3,True
Grim Bauble,Artifact,,,{B},B,"When this artifact enters, target creature an opponent controls gets -2/-2 until end of turn.
{2}{B}, {T}, Sacrifice this artifact: Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",2,True
Grim Javelineer,Creature — Human Warrior,3.0,2.0,{2}{B},B,"Whenever you attack, target attacking creature gets +1/+0 until end of turn. When that creature dies this turn, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",4,True
The Last Ride,Legendary Artifact — Vehicle,13.0,13.0,{B},B,"The Last Ride gets -X/-X, where X is your life total.
{2}{B}, Pay 2 life: Draw a card.
Crew 2",1,True
Locust Spray,Instant,,,{B},B,"Target creature gets -1/-1 until end of turn.
Cycling {B} ({B}, Discard this card: Draw a card.)",1,True
Maximum Overdrive,Instant,,,{1}{B},B,Put a +1/+1 counter on target creature. It gains deathtouch and indestructible until end of turn.,3,True
Momentum Breaker,Enchantment,,,{1}{B},B,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this enchantment enters, each opponent sacrifices a creature or Vehicle of their choice. Each opponent who can't discards a card.
{2}, Sacrifice this enchantment: You gain life equal to your speed.",1,True
Mutant Surveyor,Creature — Mutant Scout,2.0,3.0,{2}{B},B,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{2}: This creature gets +1/+1 until end of turn.
Max speed — {3}, Exile this card from your graveyard: Draw a card.",2,True
Pactdoll Terror,Artifact Creature — Toy,3.0,4.0,{3}{B},B,"Whenever this creature or another artifact you control enters, each opponent loses 1 life and you gain 1 life.",4,True
Quag Feast,Sorcery,,,{1}{B},B,"Choose target creature, planeswalker, or Vehicle. Mill two cards, then destroy the chosen permanent if its mana value is less than or equal to the number of cards in your graveyard.",1,True
Ripclaw Wrangler,Artifact — Vehicle,4.0,3.0,{3}{B},B,"When this Vehicle enters, each opponent discards a card.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",2,True
Risky Shortcut,Sorcery,,,{2}{B},B,Draw two cards. Each player loses 2 life.,4,True
The Speed Demon,Legendary Creature — Demon,5.0,5.0,{3}{B}{B},B,"Flying, trample
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
At the beginning of your end step, you draw X cards and lose X life, where X is your speed.",1,True
Spin Out,Instant,,,{1}{B}{B},B,Destroy target creature or Vehicle.,4,True
Streaking Oilgorger,Creature — Vampire,3.0,3.0,{4}{B},B,"Flying, haste
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — This creature has lifelink.",3,True
Syphon Fuel,Instant,,,{4}{B},B,Target creature gets -6/-6 until end of turn. You gain 2 life.,4,True
Wickerfolk Indomitable,Artifact Creature — Scarecrow,4.0,3.0,{3}{B},B,You may cast this card from your graveyard by paying 2 life and sacrificing an artifact or creature in addition to paying its other costs.,1,True
Wreckage Wickerfolk,Artifact Creature — Scarecrow,1.0,3.0,{1}{B},B,"Flying
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",4,True
Wretched Doll,Artifact Creature — Toy,3.0,1.0,{1}{B},B,"{B}, {T}: Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",2,True
Afterburner Expert,Creature — Goblin Artificer,4.0,2.0,{2}{G},G,"Exhaust — {2}{G}{G}: Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.)
Whenever you activate an exhaust ability, return this card from your graveyard to the battlefield.",1,True
Alacrian Jaguar,Creature — Cat Mount,4.0,4.0,{4}{G},G,"Vigilance
Whenever this creature attacks while saddled, it gets +2/+2 until end of turn.
Saddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",4,True
Beastrider Vanguard,Creature — Human Knight,2.0,2.0,{1}{G},G,{4}{G}: Look at the top three cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,3,True
Bestow Greatness,Instant,,,{2}{G},G,Target creature gets +4/+4 and gains trample until end of turn.,4,True
Defend the Rider,Instant,,,{G},G,"Choose one —
• Target permanent you control gains hexproof and indestructible until end of turn.
• Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater.""",3,True
District Mascot,Creature — Dog Mount,,,{G},G,"This creature enters with a +1/+1 counter on it.
{1}{G}, Remove two +1/+1 counters from this creature: Destroy target artifact.
Whenever this creature attacks while saddled, put a +1/+1 counter on it.
Saddle 1",1,True
Dredger's Insight,Enchantment,,,{1}{G},G,"Whenever one or more artifact and/or creature cards leave your graveyard, you gain 1 life.
When this enchantment enters, mill four cards. You may put an artifact, creature, or land card from among the milled cards into your hand. (To mill four cards, put the top four cards of your library into your graveyard.)",3,True
Earthrumbler,Artifact — Vehicle,7.0,6.0,{4}{G},G,"Vigilance, trample
Exile an artifact or creature card from your graveyard: This Vehicle becomes an artifact creature until end of turn.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",2,True
Elvish Refueler,Creature — Elf Druid,2.0,3.0,{2}{G},G,"During your turn, as long as you haven't activated an exhaust ability this turn, you may activate exhaust abilities as though they haven't been activated.
Exhaust — {1}{G}: Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)",2,True
Fang Guardian,Creature — Ape Druid,4.0,2.0,{3}{G},G,"Flash
When this creature enters, another target creature or Vehicle you control gets +2/+2 until end of turn.",2,True
Fang-Druid Summoner,Creature — Ape Druid,2.0,4.0,{3}{G},G,"Reach
When this creature enters, you may search your library and/or graveyard for a creature card with no abilities, reveal it, and put it into your hand. If you search your library this way, shuffle.",2,True
Greenbelt Guardian,Creature — Elf Ranger,2.0,2.0,{1}{G},G,"{G}: Target creature gains trample until end of turn.
Exhaust — {3}{G}: Put three +1/+1 counters on this creature. (Activate each exhaust ability only once.)",2,True
Hazard of the Dunes,Creature — Wurm,4.0,4.0,{3}{G},G,"Trample, reach
Exhaust — {6}{G}: Put three +1/+1 counters on this creature. (Activate each exhaust ability only once.)",4,True
Jibbirik Omnivore,Creature — Beast,3.0,2.0,{1}{G},G,,1,True
Loxodon Surveyor,Creature — Elephant Scout,3.0,3.0,{2}{G},G,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {3}, Exile this card from your graveyard: Draw a card.",2,True
March of the World Ooze,Enchantment,,,{3}{G}{G}{G},G,"Creatures you control have base power and toughness 6/6 and are Oozes in addition to their other types.
Whenever an opponent casts a spell, if it's not their turn, you create a 3/3 green Elephant creature token.",2,True
Migrating Ketradon,Creature — Dinosaur,6.0,6.0,{4}{G}{G},G,"Reach
When this creature enters, you gain 4 life.
Cycling {2} ({2}, Discard this card: Draw a card.)",3,True
Molt Tender,Creature — Insect Druid,1.0,1.0,{G},G,"{T}: Mill a card. (Put the top card of your library into your graveyard.)
{T}, Exile a card from your graveyard: Add one mana of any color.",4,True
Ooze Patrol,Creature — Ooze,2.0,2.0,{3}{G},G,"When this creature enters, mill two cards, then put a +1/+1 counter on this creature for each artifact and/or creature card in your graveyard. (To mill two cards, put the top two cards of your library into your graveyard.)",1,True
Point the Way,Enchantment,,,{G},G,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{3}{G}, Sacrifice this enchantment: Search your library for up to X basic land cards, where X is your speed. Put those cards onto the battlefield tapped, then shuffle.",1,True
Pothole Mole,Creature — Mole,2.0,3.0,{2}{G},G,"When this creature enters, mill three cards, then you may return a land card from your graveyard to your hand. (To mill three cards, put the top three cards of your library into your graveyard.)",4,True
Rise from the Wreck,Sorcery,,,{2}{G},G,"Return up to one target creature card, up to one target Mount card, up to one target Vehicle card, and up to one target creature card with no abilities from your graveyard to your hand.",1,True
Run Over,Instant,,,{1}{G},G,"This spell costs {1} less to cast if it targets a Mount or Vehicle you control.
Target creature you control deals damage equal to its power to target creature an opponent controls.",2,True
Silken Strength,Enchantment — Aura,,,{1}{G},G,"Flash
Enchant creature or Vehicle
When this Aura enters, untap enchanted permanent.
Enchanted permanent gets +1/+2 and has reach.",4,True
Stampeding Scurryfoot,Creature — Mouse,1.0,1.0,{G},G,Exhaust — {3}{G}: Put a +1/+1 counter on this creature. Create a 3/3 green Elephant creature token. (Activate each exhaust ability only once.),3,True
Thunderous Velocipede,Artifact — Vehicle,5.0,5.0,{1}{G}{G},G,"Trample
Each other Vehicle and creature you control enters with an additional +1/+1 counter on it if its mana value is 4 or less. Otherwise, it enters with three additional +1/+1 counters on it.
Crew 3",1,True
Veloheart Bike,Artifact — Vehicle,4.0,2.0,{2}{G},G,"When this Vehicle enters, you gain 2 life.
{T}: Add one mana of any color.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",3,True
Venomsac Lagac,Creature — Lizard Mount,2.0,1.0,{1}{G},G,"Deathtouch
Whenever this creature attacks while saddled, it gets +0/+3 until end of turn.
Saddle 2 (Tap any number of other creatures you control with total power 2 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",2,True
Webstrike Elite,Creature — Insect Archer,3.0,3.0,{G}{G},G,"Reach
Cycling {X}{G}{G} ({X}{G}{G}, Discard this card: Draw a card.)
When you cycle this card, destroy up to one target artifact or enchantment with mana value X.",3,True
"Aatchik, Emerald Radian",Legendary Creature — Insect Druid,3.0,3.0,{3}{B}{B}{G},"B,G","When Aatchik enters, create a 1/1 green Insect creature token for each artifact and/or creature card in your graveyard.
Whenever another Insect you control dies, put a +1/+1 counter on Aatchik. Each opponent loses 1 life.",1,True
Broodheart Engine,Artifact,,,{B}{G},"B,G","At the beginning of your upkeep, surveil 1.
{2}{B}{G}, {T}, Sacrifice this artifact: Return target creature or Vehicle card from your graveyard to the battlefield. Activate only as a sorcery.",2,True
Thundering Broodwagon,Artifact — Vehicle,6.0,5.0,{2}{B}{B}{G}{G},"B,G","Menace, reach
When this Vehicle enters, destroy target nonland permanent an opponent controls with mana value 4 or less.
Crew 3
Cycling {2} ({2}, Discard this card: Draw a card.)",2,True
Foul Roads,Land,,,,B,"This land enters tapped unless you control a Mount or Vehicle.
{T}: Add {B}.
{1}{B}, {T}, Sacrifice this land: Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater."" Activate only as a sorcery.",4,True
Wild Roads,Land,,,,G,"This land enters tapped unless you control a Mount or Vehicle.
{T}: Add {G}.
{1}{G}, {T}, Sacrifice this land: Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater."" Activate only as a sorcery.",2,True
Adorned Crocodile,Creature — Crocodile,5.0,3.0,{4}{B},B,"When this creature dies, create a 2/2 black Zombie Druid creature token.
Renew — {B}, Exile this card from your graveyard: Put a +1/+1 counter on target creature. Activate only as a sorcery.",1,True
Aggressive Negotiations,Sorcery,,,{2}{B},B,Target opponent reveals their hand. You choose a nonland card from it and exile that card. Put a +1/+1 counter on up to one target creature you control.,2,True
Alchemist's Assistant,Creature — Monkey,2.0,1.0,{1}{B},B,"Lifelink
Renew — {1}{B}, Exile this card from your graveyard: Put a lifelink counter on target creature. Activate only as a sorcery.",1,True
Alesha's Legacy,Instant,,,{1}{B},B,"Target creature you control gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",4,True
Avenger of the Fallen,Creature — Human Warrior,2.0,4.0,{2}{B},B,"Deathtouch
Mobilize X, where X is the number of creature cards in your graveyard. (Whenever this creature attacks, create X tapped and attacking 1/1 red Warrior creature tokens. Sacrifice them at the beginning of the next end step.)",2,True
Caustic Exhale,Instant,,,{B},B,"As an additional cost to cast this spell, behold a Dragon or pay {1}. (To behold a Dragon, choose a Dragon you control or reveal a Dragon card from your hand.)
Target creature gets -3/-3 until end of turn.",4,True
Corroding Dragonstorm,Enchantment,,,{1}{B},B,"When this enchantment enters, each opponent loses 2 life and you gain 2 life. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
When a Dragon you control enters, return this enchantment to its owner's hand.",1,True
Cruel Truths,Instant,,,{3}{B},B,"Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",4,True
Delta Bloodflies,Creature — Insect,1.0,2.0,{1}{B},B,"Flying
Whenever this creature attacks, if you control a creature with a counter on it, each opponent loses 1 life.",1,True
Desperate Measures,Instant,,,{B},B,"Target creature gets +1/-1 until end of turn. When it dies under your control this turn, draw two cards.",1,True
Dragon's Prey,Instant,,,{2}{B},B,"This spell costs {2} more to cast if it targets a Dragon.
Destroy target creature.",4,True
Kin-Tree Nurturer,Creature — Human Druid,2.0,1.0,{2}{B},B,"Lifelink
When this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",2,True
Nightblade Brigade,Creature — Goblin Soldier,1.0,3.0,{2}{B},B,"Deathtouch
Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)
When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",4,True
Salt Road Skirmish,Sorcery,,,{3}{B},B,Destroy target creature. Create two 1/1 red Warrior creature tokens. They gain haste until end of turn. Sacrifice them at the beginning of the next end step.,1,True
Sandskitter Outrider,Creature — Goblin Soldier,2.0,1.0,{3}{B},B,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, it endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)",4,True
The Sibsig Ceremony,Legendary Enchantment,,,{B}{B}{B},B,"Creature spells you cast cost {2} less to cast.
Whenever a creature you control enters, if you cast it, destroy that creature, then create a 2/2 black Zombie Druid creature token.",1,True
Strategic Betrayal,Sorcery,,,{1}{B},B,Target opponent exiles a creature they control and their graveyard.,2,True
Unburied Earthcarver,Creature — Human Warrior,2.0,2.0,{1}{B},B,"{2}, Sacrifice another creature: Put a +1/+1 counter on this creature.",3,True
Unrooted Ancestor,Creature — Spirit Cleric,3.0,2.0,{2}{B},B,"Flash
{1}, Sacrifice another creature: This creature gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it.)",1,True
Venerated Stormsinger,Creature — Orc Cleric,3.0,3.0,{3}{B},B,"Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)
Whenever this creature or another creature you control dies, each opponent loses 1 life and you gain 1 life.",1,True
Worthy Cost,Sorcery,,,{B},B,"As an additional cost to cast this spell, sacrifice a creature.
Exile target creature or planeswalker.",3,True
Yathan Tombguard,Creature — Human Warrior,2.0,3.0,{2}{B},B,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever a creature you control with a counter on it deals combat damage to a player, you draw a card and you lose 1 life.",1,True
Ainok Wayfarer,Creature — Dog Scout,1.0,1.0,{1}{G},G,"When this creature enters, mill three cards. You may put a land card from among them into your hand. If you don't, put a +1/+1 counter on this creature. (To mill three cards, put the top three cards of your library into your graveyard.)",1,True
Champion of Dusan,Creature — Human Warrior,4.0,2.0,{2}{G},G,"Trample
Renew — {1}{G}, Exile this card from your graveyard: Put a +1/+1 counter and a trample counter on target creature. Activate only as a sorcery.",2,True
Craterhoof Behemoth,Creature — Beast,5.0,5.0,{5}{G}{G}{G},G,"Haste
When this creature enters, creatures you control gain trample and get +X/+X until end of turn, where X is the number of creatures you control.",3,True
Dragon Sniper,Creature — Human Archer,1.0,1.0,{G},G,"Vigilance, reach, deathtouch",1,True
