name,rarity,color_identity,owned_qty,text,mana_cost
"Zul Ashur, Lich Lord",rare,['B'],1,"Ward—Pay 2 life. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays 2 life.)
{T}: You may cast target Zombie creature card from your graveyard this turn.",{1}{B}
Battlesong Berserker,uncommon,['R'],2,"Whenever you attack, target creature you control gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",{3}{R}
Bulk Up,uncommon,['R'],2,"Double target creature's power until end of turn.
Flashback {4}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",{1}{R}
"Chandra, Flameshaper",mythic,['R'],2,"[+2]: Add {R}{R}{R}. Exile the top three cards of your library. Choose one. You may play that card this turn.
[+1]: Create a token that's a copy of target creature you control, except it has haste and ""At the beginning of the end step, sacrifice this token.""
[−4]: Chandra deals 8 damage divided as you choose among any number of target creatures and/or planeswalkers.",{5}{R}{R}
Courageous Goblin,common,['R'],4,"Whenever this creature attacks while you control a creature with power 4 or greater, this creature gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",{1}{R}
Crackling Cyclops,common,['R'],3,"Whenever you cast a noncreature spell, this creature gets +3/+0 until end of turn.",{2}{R}
Dragon Trainer,uncommon,['R'],1,"When this creature enters, create a 4/4 red Dragon creature token with flying.",{3}{R}{R}
Fiery Annihilation,uncommon,['R'],4,"Fiery Annihilation deals 5 damage to target creature. Exile up to one target Equipment attached to that creature. If that creature would die this turn, exile it instead.",{2}{R}
Goblin Boarders,common,['R'],4,Raid — This creature enters with a +1/+1 counter on it if you attacked this turn.,{2}{R}
Goblin Negotiation,uncommon,['R'],1,Goblin Negotiation deals X damage to target creature. Create a number of 1/1 red Goblin creature tokens equal to the amount of excess damage dealt to that creature this way.,{X}{R}{R}
Gorehorn Raider,common,['R'],4,"Raid — When this creature enters, if you attacked this turn, this creature deals 2 damage to any target.",{4}{R}
Incinerating Blast,common,['R'],3,"Incinerating Blast deals 6 damage to target creature.
You may discard a card. If you do, draw a card.",{4}{R}
"Kellan, Planar Trailblazer",rare,['R'],2,"{1}{R}: If Kellan is a Scout, it becomes a Human Faerie Detective and gains ""Whenever Kellan deals combat damage to a player, exile the top card of your library. You may play that card this turn.""
{2}{R}: If Kellan is a Detective, it becomes a 3/2 Human Faerie Rogue and gains double strike.",{R}
Rite of the Dragoncaller,mythic,['R'],1,"Whenever you cast an instant or sorcery spell, create a 5/5 red Dragon creature token with flying.",{4}{R}{R}
Searslicer Goblin,rare,['R'],2,"Raid — At the beginning of your end step, if you attacked this turn, create a 1/1 red Goblin creature token.",{1}{R}
Slumbering Cerberus,uncommon,['R'],4,"This creature doesn't untap during your untap step.
Morbid — At the beginning of each end step, if a creature died this turn, untap this creature.",{1}{R}
Sower of Chaos,common,['R'],4,{2}{R}: Target creature can't block this turn.,{3}{R}
Strongbox Raider,uncommon,['R'],3,"Raid — When this creature enters, if you attacked this turn, exile the top two cards of your library. Choose one of them. Until the end of your next turn, you may play that card.",{2}{R}{R}
"Alesha, Who Laughs at Fate",rare,"['B', 'R']",1,"First strike
Whenever Alesha attacks, put a +1/+1 counter on it.
Raid — At the beginning of your end step, if you attacked this turn, return target creature card with mana value less than or equal to Alesha's power from your graveyard to the battlefield.",{1}{B}{R}
Dreadwing Scavenger,uncommon,"['B', 'U']",4,"Flying
Whenever this creature enters or attacks, draw a card, then discard a card.
Threshold — This creature gets +1/+1 and has deathtouch as long as there are seven or more cards in your graveyard.",{1}{U}{B}
"Niv-Mizzet, Visionary",mythic,"['R', 'U']",3,"Flying
You have no maximum hand size.
Whenever a source you control deals noncombat damage to an opponent, you draw that many cards.",{4}{U}{R}
Perforating Artist,uncommon,"['B', 'R']",4,"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Raid — At the beginning of your end step, if you attacked this turn, each opponent loses 3 life unless that player sacrifices a nonland permanent of their choice or discards a card.",{1}{B}{R}
Aegis Turtle,common,['U'],3,,{U}
Aetherize,uncommon,['U'],2,Return all attacking creatures to their owner's hand.,{3}{U}
Brineborn Cutthroat,uncommon,['U'],2,"Flash (You may cast this spell any time you could cast an instant.)
Whenever you cast a spell during an opponent's turn, put a +1/+1 counter on this creature.",{1}{U}
Essence Scatter,common,['U'],2,Counter target creature spell.,{1}{U}
Extravagant Replication,rare,['U'],2,"At the beginning of your upkeep, create a token that's a copy of another target nonland permanent you control.",{4}{U}{U}
Fleeting Distraction,common,['U'],4,"Target creature gets -1/-0 until end of turn.
Draw a card.",{U}
Imprisoned in the Moon,common,['U'],2,"Enchant creature, land, or planeswalker
Enchanted permanent is a colorless land with ""{T}: Add {C}"" and loses all other card types and abilities.",{2}{U}
Micromancer,uncommon,['U'],1,"When this creature enters, you may search your library for an instant or sorcery card with mana value 1, reveal it, put it into your hand, then shuffle.",{3}{U}
Self-Reflection,uncommon,['U'],1,"Create a token that's a copy of target creature you control.
Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",{4}{U}{U}
Spectral Sailor,uncommon,['U'],2,"Flash (You may cast this spell any time you could cast an instant.)
Flying
{3}{U}: Draw a card.",{U}
Think Twice,common,['U'],4,"Draw a card.
Flashback {2}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",{1}{U}
Witness Protection,common,['U'],2,"Enchant creature
Enchanted creature loses all abilities and is a green and white Citizen creature with base power and toughness 1/1 named Legitimate Businessperson. (It loses all other colors, card types, creature types, and names.)",{U}
Bake into a Pie,common,['B'],3,"Destroy target creature. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",{2}{B}{B}
Burglar Rat,common,['B'],4,"When this creature enters, each opponent discards a card.",{1}{B}
Diregraf Ghoul,uncommon,['B'],4,This creature enters tapped.,{B}
Exsanguinate,uncommon,['B'],2,Each opponent loses X life. You gain life equal to the life lost this way.,{X}{B}{B}
"Liliana, Dreadhorde General",mythic,['B'],1,"Whenever a creature you control dies, draw a card.
[+1]: Create a 2/2 black Zombie creature token.
[−4]: Each player sacrifices two creatures of their choice.
[−9]: Each opponent chooses a permanent they control of each permanent type and sacrifices the rest.",{4}{B}{B}
Macabre Waltz,common,['B'],3,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",{1}{B}
Painful Quandary,rare,['B'],3,"Whenever an opponent casts a spell, that player loses 5 life unless they discard a card.",{3}{B}{B}
Pilfer,common,['B'],3,Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.,{1}{B}
Reassembling Skeleton,uncommon,['B'],4,{1}{B}: Return this card from your graveyard to the battlefield tapped.,{1}{B}
Rise of the Dark Realms,mythic,['B'],1,Put all creature cards from all graveyards onto the battlefield under your control.,{7}{B}{B}
Rune-Scarred Demon,rare,['B'],2,"Flying
When this creature enters, search your library for a card, put it into your hand, then shuffle.",{5}{B}{B}
Stromkirk Bloodthief,uncommon,['B'],3,"At the beginning of your end step, if an opponent lost life this turn, put a +1/+1 counter on target Vampire you control.",{2}{B}
Vampire Nighthawk,uncommon,['B'],4,"Flying
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",{1}{B}{B}
Zombify,uncommon,['B'],4,Return target creature card from your graveyard to the battlefield.,{3}{B}
Brazen Scourge,uncommon,['R'],1,Haste (This creature can attack and {T} as soon as it comes under your control.),{1}{R}{R}
Burst Lightning,common,['R'],4,"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Burst Lightning deals 2 damage to any target. If this spell was kicked, it deals 4 damage instead.",{R}
"Etali, Primal Storm",rare,['R'],1,"Whenever Etali attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs.",{4}{R}{R}
Fanatical Firebrand,common,['R'],4,"Haste (This creature can attack and {T} as soon as it comes under your control.)
{T}, Sacrifice this creature: It deals 1 damage to any target.",{R}
Firebrand Archer,common,['R'],4,"Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent.",{1}{R}
Firespitter Whelp,uncommon,['R'],3,"Flying
Whenever you cast a noncreature or Dragon spell, this creature deals 1 damage to each opponent.",{2}{R}
Flamewake Phoenix,rare,['R'],1,"Flying, haste
This creature attacks each combat if able.
Ferocious — At the beginning of combat on your turn, if you control a creature with power 4 or greater, you may pay {R}. If you do, return this card from your graveyard to the battlefield.",{1}{R}{R}
Frenzied Goblin,uncommon,['R'],2,"Whenever this creature attacks, you may pay {R}. If you do, target creature can't block this turn.",{R}
Goblin Surprise,common,['R'],3,"Choose one —
• Creatures you control get +2/+0 until end of turn.
• Create two 1/1 red Goblin creature tokens.",{2}{R}
Heartfire Immolator,uncommon,['R'],3,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
{R}, Sacrifice this creature: It deals damage equal to its power to target creature or planeswalker.",{1}{R}
Involuntary Employment,common,['R'],2,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",{3}{R}
"Krenko, Mob Boss",rare,['R'],2,"{T}: Create X 1/1 red Goblin creature tokens, where X is the number of Goblins you control.",{2}{R}{R}
Seismic Rupture,uncommon,['R'],3,Seismic Rupture deals 2 damage to each creature without flying.,{2}{R}
Shivan Dragon,uncommon,['R'],1,"Flying
{R}: This creature gets +1/+0 until end of turn.",{4}{R}{R}
Slagstorm,rare,['R'],1,"Choose one —
• Slagstorm deals 3 damage to each creature.
• Slagstorm deals 3 damage to each player.",{1}{R}{R}
Spitfire Lagac,common,['R'],2,"Landfall — Whenever a land you control enters, this creature deals 1 damage to each opponent.",{3}{R}
Sure Strike,common,['R'],2,Target creature gets +3/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.),{1}{R}
Thousand-Year Storm,rare,"['R', 'U']",1,"Whenever you cast an instant or sorcery spell, copy it for each other instant and sorcery spell you've cast before it this turn. You may choose new targets for the copies.",{4}{U}{R}
Arcanis the Omnipotent,rare,['U'],1,"{T}: Draw three cards.
{2}{U}{U}: Return Arcanis to its owner's hand.",{3}{U}{U}{U}
Chart a Course,uncommon,['U'],3,Draw two cards. Then discard a card unless you attacked this turn.,{1}{U}
Dive Down,common,['U'],3,Target creature you control gets +0/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),{U}
Fog Bank,uncommon,['U'],2,"Defender (This creature can't attack.)
Flying
Prevent all combat damage that would be dealt to and dealt by this creature.",{1}{U}
Desecration Demon,rare,['B'],1,"Flying
At the beginning of each combat, any opponent may sacrifice a creature of their choice. If a player does, tap this creature and put a +1/+1 counter on it.",{2}{B}{B}
Midnight Reaper,rare,['B'],1,"Whenever a nontoken creature you control dies, this creature deals 1 damage to you and you draw a card.",{2}{B}
Nullpriest of Oblivion,rare,['B'],1,"Kicker {3}{B} (You may pay an additional {3}{B} as you cast this spell.)
Lifelink
Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, if it was kicked, return target creature card from your graveyard to the battlefield.",{1}{B}
Sanguine Indulgence,common,['B'],1,"This spell costs {3} less to cast if you've gained 3 or more life this turn.
Return up to two target creature cards from your graveyard to your hand.",{3}{B}
Tribute to Hunger,uncommon,['B'],2,Target opponent sacrifices a creature of their choice. You gain life equal to that creature's toughness.,{2}{B}
Vampiric Rites,uncommon,['B'],2,"{1}{B}, Sacrifice a creature: You gain 1 life and draw a card.",{B}
Crash Through,common,['R'],3,"Creatures you control gain trample until end of turn. (Each of those creature can deal excess combat damage to the player or planeswalker it's attacking.)
Draw a card.",{R}
Ghitu Lavarunner,common,['R'],4,"As long as there are two or more instant and/or sorcery cards in your graveyard, this creature gets +1/+0 and has haste. (It can attack and {T} as soon as it comes under your control.)",{R}
Giant Cindermaw,uncommon,['R'],2,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Players can't gain life.",{2}{R}
Enigma Drake,uncommon,"['R', 'U']",2,"Flying
Enigma Drake's power is equal to the number of instant and sorcery cards in your graveyard.",{1}{U}{R}
"Garna, Bloodfist of Keld",uncommon,"['B', 'R']",2,"Whenever another creature you control dies, draw a card if it was attacking. Otherwise, Garna deals 1 damage to each opponent.",{1}{B}{R}{R}
Immersturm Predator,rare,"['B', 'R']",1,"Flying
Whenever this creature becomes tapped, exile up to one target card from a graveyard and put a +1/+1 counter on this creature.
Sacrifice another creature: This creature gains indestructible until end of turn. Tap it.",{2}{B}{R}
"Ovika, Enigma Goliath",rare,"['R', 'U']",1,"Flying
Ward—{3}, Pay 3 life.
Whenever you cast a noncreature spell, create X 1/1 red Phyrexian Goblin creature tokens, where X is the mana value of that spell. They gain haste until end of turn.",{5}{U}{R}
Dimir Guildgate,common,"['B', 'U']",4,"This land enters tapped.
{T}: Add {U} or {B}.",
Izzet Guildgate,common,"['R', 'U']",4,"This land enters tapped.
{T}: Add {U} or {R}.",
Rakdos Guildgate,common,"['B', 'R']",1,"This land enters tapped.
{T}: Add {B} or {R}.",
Temple of Deceit,rare,"['B', 'U']",1,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {U} or {B}.",
Temple of Epiphany,rare,"['R', 'U']",1,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {U} or {R}.",
Temple of Malice,rare,"['B', 'R']",1,"This land enters tapped.
When this land enters, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
{T}: Add {B} or {R}.",
Rite of Replication,rare,['U'],2,"Kicker {5} (You may pay an additional {5} as you cast this spell.)
Create a token that's a copy of target creature. If this spell was kicked, create five of those tokens instead.",{2}{U}{U}
Massacre Wurm,mythic,['B'],1,"When this creature enters, creatures your opponents control get -2/-2 until end of turn.
Whenever a creature an opponent controls dies, that player loses 2 life.",{3}{B}{B}{B}
Pool Resources,uncommon,['U'],1,"Gift a tapped Fish
Draw two cards. If the gift was promised, seek two nonland cards instead.",{2}{U}
Tasteful Offering,uncommon,['B'],1,"You get a two-time boon with ""Whenever you sacrifice one or more permanents, seek a nonland card."" Create a Food token.",{1}{B}
Cindercone Smite,uncommon,['R'],1,Cindercone Smite deals 2 damage to target creature. Then create a Treasure token if you weren't the starting player.,{R}
Sanguine Soothsayer,rare,['B'],1,"Flying, lifelink
Whenever Sanguine Soothsayer attacks, conjure a card named Sanguine Bond into the top fifteen cards of your library at random. It perpetually gains ""You may pay {0} rather than pay this spell's mana cost"" and ""When this permanent enters, draw a card.""",{1}{B}
Aether Syphon,uncommon,['U'],1,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{2}, {T}: Draw a card.
Max speed — Whenever you draw a card, each opponent mills two cards. (Each opponent puts the top two cards of their library into their graveyard.)",{1}{U}{U}
Bounce Off,common,['U'],2,Return target creature or Vehicle to its owner's hand.,{U}
"Caelorna, Coral Tyrant",uncommon,['U'],1,,{1}{U}
Diversion Unit,uncommon,['U'],1,"Flying
{U}, Sacrifice this creature: Counter target instant or sorcery spell unless its controller pays {3}.",{1}{U}
Flood the Engine,common,['U'],4,"Enchant creature or Vehicle
When this Aura enters, tap enchanted permanent.
Enchanted permanent loses all abilities and doesn't untap during its controller's untap step.",{2}{U}
Gearseeker Serpent,common,['U'],2,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
{5}{U}: This creature can't be blocked this turn.",{5}{U}{U}
Glitch Ghost Surveyor,common,['U'],2,"Flying
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {3}, Exile this card from your graveyard: Draw a card.",{2}{U}
Guidelight Optimizer,common,['U'],4,{T}: Add {U}. Spend this mana only to cast an artifact spell or activate an ability.,{1}{U}
Howler's Heavy,common,['U'],2,"Cycling {1}{U} ({1}{U}, Discard this card: Draw a card.)
When you cycle this card, target creature or Vehicle an opponent controls gets -3/-0 until end of turn.",{3}{U}
Hulldrifter,common,['U'],3,"Flying
When this Vehicle enters, draw two cards.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",{3}{U}{U}
Keen Buccaneer,common,['U'],4,"Vigilance
Exhaust — {1}{U}: Draw a card, then discard a card. Put a +1/+1 counter on this creature. (Activate each exhaust ability only once.)",{2}{U}
Memory Guardian,uncommon,['U'],1,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
Flying",{4}{U}
Midnight Mangler,common,['U'],2,"During turns other than yours, this Vehicle is an artifact creature.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",{1}{U}
Mindspring Merfolk,rare,['U'],1,"Exhaust — {X}{U}{U}, {T}: Draw X cards. Put a +1/+1 counter on each Merfolk creature you control. (Activate each exhaust ability only once.)",{U}
"Mu Yanling, Wind Rider",mythic,['U'],4,"When this creature enters, create a 3/2 colorless Vehicle artifact token with crew 1.
Vehicles you control have flying.
Whenever one or more creatures you control with flying deal combat damage to a player, draw a card.",{2}{U}{U}
Nimble Thopterist,common,['U'],4,"When this creature enters, create a 1/1 colorless Thopter artifact creature token with flying.",{3}{U}
Rangers' Refueler,uncommon,['U'],1,"Whenever you activate an exhaust ability, draw a card.
Exhaust — {4}: This Vehicle becomes an artifact creature. Put a +1/+1 counter on it. (Activate each exhaust ability only once.)
Crew 2",{1}{U}
Repurposing Bay,rare,['U'],1,"{2}, {T}, Sacrifice another artifact: Search your library for an artifact card with mana value equal to 1 plus the sacrificed artifact's mana value, put that card onto the battlefield, then shuffle. Activate only as a sorcery.",{2}{U}
Scrounging Skyray,uncommon,['U'],2,"Flying
Whenever you discard one or more cards, put that many +1/+1 counters on this creature.
Cycling {2} ({2}, Discard this card: Draw a card.)",{1}{U}
Skystreak Engineer,common,['U'],4,"Flying
Exhaust — {4}{U}: Put two +1/+1 counters on this creature. (Activate each exhaust ability only once.)",{1}{U}
Spectral Interference,common,['U'],1,Counter target artifact or creature spell unless its controller pays {4}.,{1}{U}
Spikeshell Harrier,uncommon,['U'],1,"When this creature enters, return target creature or Vehicle an opponent controls to its owner's hand. If that opponent's speed is greater than each other player's speed, reduce that opponent's speed by 1. This effect can't reduce their speed below 1.",{4}{U}
Stall Out,common,['U'],3,"Tap target creature or Vehicle, then put three stun counters on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Cycling {2} ({2}, Discard this card: Draw a card.)",{1}{U}
Stock Up,uncommon,['U'],2,Look at the top five cards of your library. Put two of them into your hand and the rest on the bottom of your library in any order.,{2}{U}
Thopter Fabricator,rare,['U'],1,"Flying
Whenever you draw your second card each turn, create a 1/1 colorless Thopter artifact creature token with flying.
Crew 2",{2}{U}
Trade the Helm,uncommon,['U'],1,"Exchange control of target artifact or creature you control and target artifact or creature an opponent controls.
Cycling {2} ({2}, Discard this card: Draw a card.)",{4}{U}
Unstoppable Plan,rare,['U'],1,"At the beginning of your end step, untap all nonland permanents you control.",{2}{U}
Back on Track,uncommon,['B'],2,"Return target creature or Vehicle card from your graveyard to the battlefield. Create a 1/1 colorless Pilot creature token with ""This token saddles Mounts and crews Vehicles as though its power were 2 greater.""",{4}{B}
Chitin Gravestalker,common,['B'],4,"This spell costs {1} less to cast for each artifact and/or creature card in your graveyard.
Cycling {2} ({2}, Discard this card: Draw a card.)",{5}{B}
Cryptcaller Chariot,rare,['B'],1,"Menace
Whenever you discard one or more cards, create that many tapped 2/2 black Zombie creature tokens.
Crew 2",{3}{B}
Deathless Pilot,common,['B'],1,"This creature saddles Mounts and crews Vehicles as though its power were 2 greater.
{3}{B}: Return this card from your graveyard to your hand.",{1}{B}
Demonic Junker,rare,['B'],2,"Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.)
When this Vehicle enters, for each player, destroy up to one target creature that player controls. If a creature you controlled was destroyed this way, put two +1/+1 counters on this Vehicle.
Crew 2",{6}{B}
Engine Rat,common,['B'],4,"Deathtouch
{5}{B}: Each opponent loses 2 life.",{B}
Gas Guzzler,rare,['B'],1,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
This creature enters tapped.
Max speed — {B}, Sacrifice another creature or Vehicle: Draw a card.",{B}
Gastal Raider,uncommon,['B'],3,"Start your engines!
When this creature enters, target opponent reveals their hand. You choose an instant or sorcery card from it. That player discards that card.
Max speed — This creature gets +1/+1 and has menace.",{2}{B}
Grim Bauble,common,['B'],2,"When this artifact enters, target creature an opponent controls gets -2/-2 until end of turn.
{2}{B}, {T}, Sacrifice this artifact: Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",{B}
Grim Javelineer,common,['B'],4,"Whenever you attack, target attacking creature gets +1/+0 until end of turn. When that creature dies this turn, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",{2}{B}
The Last Ride,mythic,['B'],1,"The Last Ride gets -X/-X, where X is your life total.
{2}{B}, Pay 2 life: Draw a card.
Crew 2",{B}
Locust Spray,uncommon,['B'],1,"Target creature gets -1/-1 until end of turn.
Cycling {B} ({B}, Discard this card: Draw a card.)",{B}
Maximum Overdrive,common,['B'],3,Put a +1/+1 counter on target creature. It gains deathtouch and indestructible until end of turn.,{1}{B}
Momentum Breaker,uncommon,['B'],1,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this enchantment enters, each opponent sacrifices a creature or Vehicle of their choice. Each opponent who can't discards a card.
{2}, Sacrifice this enchantment: You gain life equal to your speed.",{1}{B}
Mutant Surveyor,common,['B'],2,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{2}: This creature gets +1/+1 until end of turn.
Max speed — {3}, Exile this card from your graveyard: Draw a card.",{2}{B}
Pactdoll Terror,common,['B'],4,"Whenever this creature or another artifact you control enters, each opponent loses 1 life and you gain 1 life.",{3}{B}
Quag Feast,rare,['B'],1,"Choose target creature, planeswalker, or Vehicle. Mill two cards, then destroy the chosen permanent if its mana value is less than or equal to the number of cards in your graveyard.",{1}{B}
Ripclaw Wrangler,common,['B'],2,"When this Vehicle enters, each opponent discards a card.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",{3}{B}
Risky Shortcut,common,['B'],4,Draw two cards. Each player loses 2 life.,{2}{B}
The Speed Demon,mythic,['B'],1,"Flying, trample
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
At the beginning of your end step, you draw X cards and lose X life, where X is your speed.",{3}{B}{B}
Spin Out,common,['B'],4,Destroy target creature or Vehicle.,{1}{B}{B}
Streaking Oilgorger,common,['B'],3,"Flying, haste
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — This creature has lifelink.",{4}{B}
Syphon Fuel,common,['B'],4,Target creature gets -6/-6 until end of turn. You gain 2 life.,{4}{B}
Wickerfolk Indomitable,uncommon,['B'],1,You may cast this card from your graveyard by paying 2 life and sacrificing an artifact or creature in addition to paying its other costs.,{3}{B}
Wreckage Wickerfolk,common,['B'],4,"Flying
When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",{1}{B}
Wretched Doll,uncommon,['B'],2,"{B}, {T}: Surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",{1}{B}
Adrenaline Jockey,uncommon,['R'],1,"Whenever a player casts a spell, if it's not their turn, this creature deals 4 damage to them.
Whenever you activate an exhaust ability, put a +1/+1 counter on this creature.",{2}{R}
Burner Rocket,common,['R'],3,"Flash
When this Vehicle enters, target creature you control gets +2/+0 and gains trample until end of turn.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",{1}{R}
Burnout Bashtronaut,rare,['R'],1,"Menace
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{2}: This creature gets +1/+0 until end of turn.
Max speed — This creature has double strike.",{R}
"Chandra, Spark Hunter",mythic,['R'],1,"At the beginning of combat on your turn, choose up to one target Vehicle you control. Until end of turn, it becomes an artifact creature and gains haste.
[+2]: You may sacrifice an artifact or discard a card. If you do, draw a card.
[0]: Create a 3/2 colorless Vehicle artifact token with crew 1.
[−7]: You get an emblem with ""Whenever an artifact you control enters, this emblem deals 3 damage to any target.""",{3}{R}
Clamorous Ironclad,common,['R'],3,"Menace (This creature can't be blocked except by two or more creatures.)
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)
Cycling {R} ({R}, Discard this card: Draw a card.)",{3}{R}
Crash and Burn,common,['R'],2,"Choose one —
• Destroy target Vehicle.
• Crash and Burn deals 6 damage to target creature or planeswalker.",{3}{R}
"Daretti, Rocketeer Engineer",rare,['R'],1,"Daretti's power is equal to the greatest mana value among artifacts you control.
Whenever Daretti enters or attacks, choose target artifact card in your graveyard. You may sacrifice an artifact. If you do, return the chosen card to the battlefield.",{4}{R}
Dracosaur Auxiliary,uncommon,['R'],4,"Flying, haste
Whenever this creature attacks while saddled, it deals 2 damage to any target.
Saddle 3 (Tap any number of other creatures you control with total power 3 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",{4}{R}{R}
Dynamite Diver,common,['R'],2,"This creature saddles Mounts and crews Vehicles as though its power were 2 greater.
When this creature dies, it deals 1 damage to any target.",{R}
Endrider Catalyzer,common,['R'],4,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {T}: Add {R}{R}.",{1}{R}
Full Throttle,rare,['R'],2,"After this main phase, there are two additional combat phases.
At the beginning of each combat this turn, untap all creatures that attacked this turn.",{4}{R}{R}
Gastal Blockbuster,common,['R'],4,"When this creature enters, you may sacrifice a creature or Vehicle. When you do, destroy target artifact an opponent controls.",{2}{R}
Gilded Ghoda,common,['R'],4,"Whenever this creature attacks while saddled, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Saddle 1 (Tap any number of other creatures you control with total power 1 or more: This Mount becomes saddled until end of turn. Saddle only as a sorcery.)",{1}{R}
Goblin Surveyor,common,['R'],1,"Trample
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {3}, Exile this card from your graveyard: Draw a card.",{2}{R}
"Hazoret, Godseeker",mythic,['R'],1,"Indestructible, haste
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
{1}, {T}: Target creature with power 2 or less can't be blocked this turn.
Hazoret can't attack or block unless you have max speed.",{1}{R}
Kickoff Celebrations,common,['R'],1,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this enchantment enters, you may discard a card. If you do, draw two cards.
Max speed — Sacrifice this enchantment: Creatures and Vehicles you control gain haste until end of turn.",{1}{R}
Magmakin Artillerist,common,['R'],1,"Whenever you discard one or more cards, this creature deals that much damage to each opponent.
Cycling {1}{R} ({1}{R}, Discard this card: Draw a card.)
When you cycle this card, it deals 1 damage to each opponent.",{2}{R}
Marauding Mako,uncommon,['R'],3,"Whenever you discard one or more cards, put that many +1/+1 counters on this creature.
Cycling {2} ({2}, Discard this card: Draw a card.)",{R}
Outpace Oblivion,uncommon,['R'],2,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
When this enchantment enters, it deals 5 damage to up to one target creature or planeswalker.
{2}, Sacrifice this enchantment: It deals 2 damage to each player who doesn't have max speed.",{2}{R}
