Name,Colors,Set,Rarity,Type,Owned Qty
Warbriar Blessing,G,,common,Enchantment — Aura,1
Patchwork Automaton,,,uncommon,Artifact Creature — Construct,4
Branching Evolution,G,,rare,Enchantment,1
A-Blood Artist,B,,uncommon,Creature — Vampire,1
Fledgling Dragon,R,,rare,Creature — Dragon,1
Cyclone Summoner,U,,rare,Creature — Giant Wizard,1
Mists of Littjara,U,,common,Enchantment — Aura,1
Draugr Recruiter,B,,common,Creature — Zombie Cleric,2
Jarl of the Forsaken,B,,common,Creature — Zombie Cleric,1
Skull Raid,B,,common,Sorcery,1
Arni Brokenbrow,R,,rare,Legendary Creature — Human Berserker,1
Calamity Bearer,R,,rare,Creature — Giant Berserker,1
Fearless Liberator,R,,uncommon,Creature — Dwarf Berserker,1
Tundra Fumarole,R,,rare,Snow Sorcery,1
Arachnoform,G,,common,Enchantment — Aura,1
Boreal Outrider,G,,uncommon,Snow Creature — Elf Warrior,1
King Harald's Revenge,G,,common,Sorcery,1
Mammoth Growth,G,,common,Instant,1
"Vorinclex, Monstrous Raider",G,,mythic,Legendary Creature — Phyrexian Praetor,1
Skemfar Elderhall,"B,G",,uncommon,Land,2
A-Skemfar Elderhall,"B,G",,uncommon,Land,2
Cleaving Reaper,B,,rare,Creature — Angel Berserker,1
Fairgrounds Trumpeter,G,,uncommon,Creature — Elephant,3
Blooming Marsh,"B,G",,rare,Land,2
Concealed Courtyard,"B,W",,rare,Land,1
Inspiring Vantage,"R,W",,rare,Land,1
Spirebluff Canal,"R,U",,rare,Land,1
Raiders' Spoils,B,,uncommon,Enchantment,1
Retribution of the Ancients,B,,rare,Enchantment,1
Rotting Mastodon,B,,common,Creature — Zombie Elephant,1
Shambling Attendants,B,,common,Creature — Zombie,1
Throttle,B,,common,Instant,1
Mardu Warshrieker,"B,R,W",,common,Creature — Orc Shaman,1
Kin-Tree Warden,G,,common,Creature — Human Warrior,1
Tusked Colossodon,G,,common,Creature — Beast,1
Ponyback Brigade,"B,R,W",,common,Creature — Goblin Warrior,1
Rakshasa Vizier,"B,G,U",,rare,Creature — Demon,1
Warden of the Eye,"R,U,W",,uncommon,Creature — Djinn Wizard,1
Lens of Clarity,,,common,Artifact,1
Witness of the Ages,,,uncommon,Artifact Creature — Golem,1
Cruel Celebrant,"B,W",,uncommon,Creature — Vampire,2
Rhythm of the Wild,"G,R",,uncommon,Enchantment,1
Acrobatic Leap,W,,common,Instant,4
Attentive Sunscribe,W,,common,Artifact Creature — Gnome,2
Deconstruction Hammer,W,,common,Artifact — Equipment,1
Fabrication Foundry,W,,rare,Artifact,1
Family Reunion,W,,common,Instant,1
Guardian of the Great Door,W,,uncommon,Creature — Angel,3
Ironpaw Aspirant,W,,common,Creature — Cat Warrior,2
Oltec Archaeologists,W,,common,Creature — Human Artificer Scout,1
Oltec Cloud Guard,W,,common,Creature — Human Soldier,2
Petrify,W,,common,Enchantment — Aura,2
Sanguine Evangelist,W,,rare,Creature — Vampire Cleric,1
Thousand Moons Infantry,W,,common,Creature — Human Soldier,3
Tinker's Tote,W,,common,Artifact,2
Out of Air,U,,common,Instant,1
River Herald Scout,U,,common,Creature — Merfolk Scout,2
Shipwreck Sentry,U,,common,Creature — Human Pirate,1
Song of Stupefaction,U,,common,Enchantment — Aura,1
Spyglass Siren,U,,uncommon,Creature — Siren Pirate,1
Waterwind Scout,U,,common,Creature — Merfolk Scout,4
Another Chance,B,,common,Instant,4
Broodrage Mycoid,B,,common,Creature — Fungus,1
Chupacabra Echo,B,,uncommon,Creature — Beast Horror Spirit,1
Deep Goblin Skulltaker,B,,common,Creature — Goblin Warrior,1
Deep-Cavern Bat,B,,uncommon,Creature — Bat,2
Fanatical Offering,B,,common,Instant,1
Greedy Freebooter,B,,common,Creature — Human Pirate,2
Join the Dead,B,,common,Instant,1
Malicious Eclipse,B,,uncommon,Sorcery,2
Mephitic Draught,B,,common,Artifact,1
Ray of Ruin,B,,common,Sorcery,1
Screaming Phantom,B,,common,Creature — Spirit,2
Skullcap Snail,B,,common,Creature — Fungus Snail,2
Starving Revenant,B,,rare,Creature — Spirit Horror,4
Terror Tide,B,,rare,Sorcery,1
Ancestors' Aid,R,,common,Instant,1
Bonehoard Dracosaur,R,,mythic,Creature — Dinosaur Dragon,1
Brazen Blademaster,R,,common,Creature — Orc Pirate,2
Burning Sun Cavalry,R,,common,Creature — Human Knight,3
Calamitous Cave-In,R,,uncommon,Sorcery,1
Curator of Sun's Creation,R,,uncommon,Creature — Human Artificer,2
Daring Discovery,R,,common,Sorcery,2
Dinotomaton,R,,common,Artifact Creature — Dinosaur Gnome,3
Etali's Favor,R,,common,Enchantment — Aura,3
Geological Appraiser,R,,uncommon,Creature — Human Artificer,2
A-Geological Appraiser,R,,uncommon,Creature — Human Artificer,2
Hit the Mother Lode,R,,rare,Sorcery,1
Panicked Altisaur,R,,common,Creature — Dinosaur,2
Plundering Pirate,R,,common,Creature — Orc Pirate,2
Rampaging Ceratops,R,,uncommon,Creature — Dinosaur,2
Trumpeting Carnosaur,R,,rare,Creature — Dinosaur,1
Basking Capybara,G,,common,Creature — Capybara,1
Cavern Stomper,G,,common,Creature — Dinosaur,2
Earthshaker Dreadmaw,G,,uncommon,Creature — Dinosaur,2
"Ghalta, Stampede Tyrant",G,,mythic,Legendary Creature — Elder Dinosaur,1
Glimpse the Core,G,,uncommon,Sorcery,1
Huatli's Final Strike,G,,common,Instant,4
Hulking Raptor,G,,rare,Creature — Dinosaur,1
In the Presence of Ages,G,,common,Instant,3
Intrepid Paleontologist,G,,rare,Creature — Human Druid,1
Ixalli's Lorekeeper,G,,uncommon,Creature — Human Druid,1
Jadelight Spelunker,G,,rare,Creature — Merfolk Scout,1
Malamet Battle Glyph,G,,uncommon,Sorcery,1
Mineshaft Spider,G,,common,Creature — Spider,1
Nurturing Bristleback,G,,common,Creature — Dinosaur,1
Pathfinding Axejaw,G,,common,Creature — Dinosaur,3
Poison Dart Frog,G,,common,Creature — Frog,2
Pugnacious Hammerskull,G,,rare,Creature — Dinosaur,1
River Herald Guide,G,,common,Creature — Merfolk Scout,4
Sentinel of the Nameless City,G,,rare,Creature — Merfolk Warrior Scout,2
Spelunking,G,,uncommon,Enchantment,1
Staggering Size,G,,common,Instant,1
Walk with the Ancestors,G,,common,Sorcery,1
"Anim Pakal, Thousandth Moon","R,W",,rare,Legendary Creature — Human Soldier,1
Caparocti Sunborn,"R,W",,uncommon,Legendary Creature — Human Soldier,2
Deepfathom Echo,"G,U",,rare,Creature — Merfolk Spirit,1
"Itzquinth, Firstborn of Gishath","G,R",,uncommon,Legendary Creature — Dinosaur,2
"Saheeli, the Sun's Brilliance","R,U",,mythic,Legendary Creature — Human Artificer,1
Sovereign Okinec Ahau,"G,W",,mythic,Legendary Creature — Cat Noble,1
Careening Mine Cart,,,uncommon,Artifact — Vehicle,1
Roaming Throne,,,rare,Artifact Creature — Golem,3
Runaway Boulder,,,common,Artifact,1
Scampering Surveyor,,,uncommon,Artifact Creature — Gnome,1
Hidden Courtyard,W,,common,Land — Cave,2
Hidden Nursery,G,,common,Land — Cave,2
Hidden Volcano,R,,common,Land — Cave,2
The Battle of Bywater,W,,rare,Sorcery,1
Bill the Pony,W,,uncommon,Legendary Creature — Horse,1
Nimble Hobbit,W,,common,Creature — Halfling Peasant,1
Slip On the Ring,W,,common,Instant,1
Arwen's Gift,U,,common,Sorcery,1
Grey Havens Navigator,U,,common,Creature — Elf Pilot,3
Lost Isle Calling,U,,rare,Enchantment,1
Nimrodel Watcher,U,,common,Creature — Elf Scout,3
Gorbag of Minas Morgul,B,,uncommon,Legendary Creature — Orc Soldier,1
Lobelia Sackville-Baggins,B,,rare,Legendary Creature — Halfling Citizen,1
Morgul-Knife Wound,B,,common,Enchantment — Aura,1
"Sauron, the Necromancer",B,,rare,Legendary Creature — Avatar Horror,1
Shadow of the Enemy,B,,mythic,Sorcery,1
Gimli's Fury,R,,common,Instant,1
Oliphaunt,R,,common,Creature — Elephant,1
Rising of the Day,R,,uncommon,Enchantment,1
Spiteful Banditry,R,,mythic,Enchantment,1
Celeborn the Wise,G,,uncommon,Legendary Creature — Elf Noble,2
Chance-Met Elves,G,,common,Creature — Elf Warrior,4
Elven Farsight,G,,common,Sorcery,3
Enraged Huorn,G,,common,Creature — Treefolk,1
Entish Restoration,G,,uncommon,Instant,1
Galadhrim Bow,G,,common,Artifact — Equipment,1
Galadhrim Guide,G,,common,Creature — Elf Scout,3
"Glorfindel, Dauntless Rescuer",G,,uncommon,Legendary Creature — Elf Noble,1
Many Partings,G,,common,Sorcery,1
Revive the Shire,G,,common,Sorcery,1
Shortcut to Mushrooms,G,,uncommon,Enchantment,1
"Denethor, Ruling Steward","B,W",,uncommon,Legendary Creature — Human Noble,1
"Elrond, Master of Healing","G,U",,rare,Legendary Creature — Elf Noble,1
Flame of Anor,"R,U",,rare,Instant,1
Gandalf the Grey,"R,U",,rare,Legendary Creature — Avatar Wizard,1
Mirror of Galadriel,,,uncommon,Legendary Artifact,1
Great Hall of the Citadel,,,common,Land,1
Heliod's Pilgrim,W,,common,Creature — Human Cleric,1
Ajani's Welcome,W,,uncommon,Enchantment,1
Explosive Apparatus,,,common,Artifact,1
Mist-Cloaked Herald,U,,common,Creature — Merfolk Warrior,1
Season of Growth,G,,uncommon,Enchantment,1
Griffin Aerie,W,,uncommon,Enchantment,1
Legion's Judgment,W,,common,Sorcery,1
Light of Promise,W,,uncommon,Enchantment — Aura,1
Secure the Scene,W,,common,Sorcery,1
Eliminate,B,,uncommon,Instant,1
Bone Pit Brute,R,,common,Creature — Cyclops,1
Terror of the Peaks,R,,mythic,Creature — Dragon,1
Volcanic Salvo,R,,rare,Sorcery,2
Skyway Sniper,G,,uncommon,Creature — Elf Archer,1
Indulging Patrician,"B,W",,uncommon,Creature — Vampire Noble,1
Chrome Replicator,,,uncommon,Artifact Creature — Construct,1
Sparkhunter Masticore,,,rare,Artifact Creature — Masticore,1
Lush Oasis,"G,U",,common,Land — Desert,4
"Tazri, Stalwart Survivor","B,G,R,U,W",,rare,Legendary Creature — Human Warrior,1
Filter Out,U,,uncommon,Instant,1
Ayara's Oathsworn,B,,rare,Creature — Human Knight,1
Markov Baron,B,,uncommon,Creature — Vampire Noble,1
Kolaghan Warmonger,R,,uncommon,Creature — Ogre Warrior,3
Reckless Handling,R,,uncommon,Sorcery,2
"Nissa, Resurgent Animist",G,,mythic,Legendary Creature — Elf Scout,1
Campus Renovation,"R,W",,uncommon,Sorcery,1
Feast of the Victorious Dead,"B,W",,uncommon,Enchantment,3
"Jirina, Dauntless General","B,W",,rare,Legendary Creature — Human Soldier,1
"Nahiri, Forged in Fury","R,W",,mythic,Legendary Creature — Kor Artificer,1
"Samut, Vizier of Naktamun","G,R",,mythic,Legendary Creature — Human Warrior Cleric,1
Snow-Covered Wastes,,,uncommon,Basic Snow Land,1
"Rusko, Clockmaker","B,U",,uncommon,Legendary Creature — Human Artificer,1
Echoes of Eternity,,,rare,Kindred Enchantment — Eldrazi,1
"Ulamog, the Defiler",,,mythic,Legendary Creature — Eldrazi,1
Hexgold Slith,W,,common,Creature — Slith,1
Inspired Inventor,W,,common,Creature — Human Artificer,1
Muster the Departed,W,,uncommon,Enchantment,1
Rosecot Knight,W,,common,Creature — Human Knight,1
Solstice Zealot,W,,common,Creature — Rhino Cleric,1
Thraben Charm,W,,common,Instant,1
Aether Spike,U,,common,Instant,1
Emrakul's Messenger,U,,uncommon,Creature — Eldrazi Faerie Rogue,1
Flare of Denial,U,,rare,Instant,1
Petrifying Meddler,U,,common,Creature — Eldrazi,1
Roil Cartographer,U,,uncommon,Creature — Merfolk Rogue,1
Sage of the Unknowable,U,,common,Creature — Human Wizard,1
Serum Visionary,U,,common,Creature — Vedalken Wizard,1
Triton Wavebreaker,U,,uncommon,Enchantment Creature — Merfolk Wizard,1
Accursed Marauder,B,,common,Creature — Zombie Warrior,1
Marionette Apprentice,B,,uncommon,Creature — Human Artificer,1
Quest for the Necropolis,B,,uncommon,Enchantment,1
Refurbished Familiar,B,,common,Artifact Creature — Zombie Rat,1
Warren Soultrader,B,,rare,Creature — Zombie Goblin Wizard,1
Galvanic Discharge,R,,common,Instant,1
A-Galvanic Discharge,R,,common,Instant,1
Thriving Skyclaw,R,,common,Creature — Cat Dragon,1
Evolution Witness,G,,common,Creature — Elf Shaman Mutant,1
Flare of Cultivation,G,,rare,Sorcery,1
Gift of the Viper,G,,common,Instant,1
Horrific Assault,G,,common,Sorcery,1
"Phlage, Titan of Fire's Fury","R,W",,mythic,Legendary Creature — Elder Giant,1
Scurry of Gremlins,"R,W",,uncommon,Enchantment,1
Idol of False Gods,,,uncommon,Kindred Artifact — Eldrazi,1
Bountiful Landscape,"G,R,U",,common,Land,1
Contaminated Landscape,"B,U,W",,common,Land,2
Foreboding Landscape,"B,G,U",,common,Land,2
Seething Landscape,"B,R,U",,common,Land,1
Shattered Landscape,"B,R,W",,common,Land,1
"A-Lier, Disciple of the Drowned",U,,mythic,Legendary Creature — Human Wizard,2
A-The Meathook Massacre,B,,mythic,Legendary Enchantment,1
Confirm Suspicions,U,,rare,Instant,1
Pile On,B,,rare,Instant,1
Case of the Shattered Pact,,,uncommon,Enchantment — Case,1
Assemble the Players,W,,rare,Enchantment,1
Auspicious Arrival,W,,common,Instant,3
Call a Surprise Witness,W,,uncommon,Sorcery,2
Case of the Gateway Express,W,,uncommon,Enchantment — Case,1
Defenestrated Phantom,W,,common,Creature — Spirit,2
"Delney, Streetwise Lookout",W,,mythic,Legendary Creature — Human Scout,1
Due Diligence,W,,common,Enchantment — Aura,1
Forum Familiar,W,,uncommon,Creature — Cat,2
Griffnaut Tracker,W,,common,Creature — Human Detective,2
Haazda Vigilante,W,,common,Creature — Giant Soldier,2
Makeshift Binding,W,,common,Enchantment,2
Marketwatch Phantom,W,,common,Creature — Spirit Detective,4
Neighborhood Guardian,W,,uncommon,Creature — Unicorn,2
No Witnesses,W,,rare,Sorcery,1
Not on My Watch,W,,uncommon,Instant,1
Novice Inspector,W,,common,Creature — Human Detective,4
On the Job,W,,common,Instant,2
Perimeter Enforcer,W,,uncommon,Creature — Human Detective,2
Seasoned Consultant,W,,common,Creature — Human Detective,3
Unyielding Gatekeeper,W,,rare,Creature — Elephant Cleric,1
Wojek Investigator,W,,rare,Creature — Angel Detective,1
Agency Outfitter,U,,uncommon,Creature — Sphinx Detective,1
Behind the Mask,U,,common,Instant,2
Benthic Criminologists,U,,common,Creature — Merfolk Wizard,1
Cold Case Cracker,U,,common,Creature — Spirit Detective,4
Curious Inquiry,U,,uncommon,Enchantment — Aura,1
Deduce,U,,common,Instant,2
Dramatic Accusation,U,,common,Enchantment — Aura,1
Forensic Gadgeteer,U,,rare,Creature — Vedalken Artificer Detective,2
Furtive Courier,U,,uncommon,Creature — Merfolk Advisor,1
Hotshot Investigators,U,,common,Creature — Vedalken Detective,3
Jaded Analyst,U,,common,Creature — Human Detective,4
Proft's Eidetic Memory,U,,rare,Legendary Enchantment,2
Projektor Inspector,U,,common,Creature — Human Detective,2
Steamcore Scholar,U,,rare,Creature — Weird Detective,1
Cerebral Confiscation,B,,common,Sorcery,2
Festerleech,B,,uncommon,Creature — Zombie Leech,1
It Doesn't Add Up,B,,uncommon,Instant,1
Macabre Reconstruction,B,,common,Sorcery,1
"Massacre Girl, Known Killer",B,,mythic,Legendary Creature — Human Assassin,1
Rot Farm Mortipede,B,,common,Creature — Insect,1
Slimy Dualleech,B,,uncommon,Creature — Leech,2
Snarling Gorehound,B,,common,Creature — Dog,2
Soul Enervation,B,,uncommon,Enchantment,1
Toxin Analysis,B,,common,Instant,1
Undercity Eliminator,B,,uncommon,Creature — Gorgon Assassin,1
Bolrac-Clan Basher,R,,uncommon,Creature — Cyclops Warrior,2
Case of the Crimson Pulse,R,,rare,Enchantment — Case,1
The Chase Is On,R,,common,Instant,1
Concealed Weapon,R,,uncommon,Artifact — Equipment,1
Connecting the Dots,R,,rare,Enchantment,1
Demand Answers,R,,common,Instant,4
Expose the Culprit,R,,uncommon,Instant,1
Frantic Scapegoat,R,,uncommon,Creature — Goat,1
Gearbane Orangutan,R,,common,Creature — Ape,2
Goblin Maskmaker,R,,common,Creature — Goblin Citizen,2
Innocent Bystander,R,,common,Creature — Goblin Citizen,2
Offender at Large,R,,common,Creature — Giant Rogue,2
Torch the Witness,R,,uncommon,Sorcery,2
Airtight Alibi,G,,common,Enchantment — Aura,1
Archdruid's Charm,G,,rare,Instant,1
Case of the Locked Hothouse,G,,rare,Enchantment — Case,1
Case of the Trampled Garden,G,,uncommon,Enchantment — Case,1
Culvert Ambusher,G,,uncommon,Creature — Wurm Horror,1
Fanatical Strength,G,,common,Instant,3
Flourishing Bloom-Kin,G,,uncommon,Creature — Plant Elemental,4
Hard-Hitting Question,G,,uncommon,Sorcery,1
Hide in Plain Sight,G,,rare,Sorcery,1
Loxodon Eavesdropper,G,,common,Creature — Elephant Detective,1
Nervous Gardener,G,,common,Creature — Dryad,1
The Pride of Hull Clade,"G,U",,mythic,Legendary Creature — Crocodile Elk Turtle,1
Rubblebelt Maverick,G,,common,Creature — Human Detective,2
Slime Against Humanity,G,,common,Sorcery,4
They Went This Way,G,,common,Sorcery,4
Topiary Panther,G,,common,Creature — Plant Cat,2
Tunnel Tipster,G,,common,Creature — Mole Scout,1
Vengeful Creeper,G,,common,Creature — Plant Elemental,1
Vitu-Ghazi Inspector,G,,common,Creature — Elf Detective,1
"Alquist Proft, Master Sleuth","U,W",,mythic,Legendary Creature — Human Detective,2
"Anzrag, the Quake-Mole","G,R",,mythic,Legendary Creature — Mole God,1
"Aurelia, the Law Above","R,W",,rare,Legendary Creature — Angel,1
Blood Spatter Analysis,"B,R",,rare,Enchantment,1
Break Out,"G,R",,uncommon,Sorcery,1
Buried in the Garden,"G,W",,uncommon,Enchantment — Aura,1
Crowd-Control Warden,"G,W",,common,Creature — Centaur Soldier,1
Deadly Complication,"B,R",,uncommon,Sorcery,1
Detective's Satchel,"R,U",,uncommon,Artifact,2
Drag the Canal,"B,U",,rare,Instant,1
Evidence Examiner,"G,U",,uncommon,Creature — Merfolk Detective,1
"Ezrim, Agency Chief","U,W",,rare,Legendary Creature — Archon Detective,1
Granite Witness,"U,W",,common,Artifact Creature — Gargoyle Detective,2
Ill-Timed Explosion,"R,U",,rare,Sorcery,1
Insidious Roots,"B,G",,uncommon,Enchantment,2
Kylox's Voltstrider,"R,U",,mythic,Artifact — Vehicle,1
Leyline of the Guildpact,"B,G,R,U,W",,rare,Enchantment,1
No More Lies,"U,W",,uncommon,Instant,1
Officious Interrogation,"U,W",,rare,Instant,1
Private Eye,"U,W",,uncommon,Creature — Homunculus Detective,2
Rakish Scoundrel,"B,G",,common,Creature — Elf Rogue,1
Riftburst Hellion,"G,R",,common,Creature — Hellion,1
Rune-Brand Juggler,"B,R",,uncommon,Creature — Human Shaman,2
Sanguine Savior,"B,W",,common,Creature — Vampire Cleric,2
Tin Street Gossip,"G,R",,uncommon,Creature — Lizard Advisor,1
Warleader's Call,"R,W",,rare,Enchantment,1
Wispdrinker Vampire,"B,W",,uncommon,Creature — Vampire Rogue,2
Push // Pull,"B,R,W",,uncommon,Sorcery,1
Gravestone Strider,,,common,Artifact Creature — Golem,3
Thinking Cap,,,common,Artifact — Equipment,4
Commercial District,"G,R",,rare,Land — Mountain Forest,1
Hedge Maze,"G,U",,rare,Land — Forest Island,1
Lush Portico,"G,W",,rare,Land — Forest Plains,2
Meticulous Archive,"U,W",,rare,Land — Plains Island,1
Public Thoroughfare,,,common,Land,2
Raucous Theater,"B,R",,rare,Land — Swamp Mountain,1
Shadowy Backstreet,"B,W",,rare,Land — Plains Swamp,1
Undercity Sewers,"B,U",,rare,Land — Island Swamp,2
Underground Mortuary,"B,G",,rare,Land — Swamp Forest,2
"Melek, Reforged Researcher","R,U",,mythic,Legendary Creature — Weird Detective,1
Aerial Boost,W,,common,Instant,1
Alabaster Host Intercessor,W,,common,Creature — Phyrexian Samurai,3
Attentive Skywarden,W,,common,Creature — Phyrexian Kor,1
Bola Slinger,W,,common,Creature — Cat Soldier,2
Dusk Legion Duelist,W,,rare,Creature — Vampire Soldier,1
Enduring Bondwarden,W,,common,Creature — Human Scout,2
Infected Defector,W,,common,Creature — Phyrexian Knight,3
Norn's Inquisitor,W,,uncommon,Creature — Phyrexian Knight,2
Phyrexian Awakening,W,,uncommon,Enchantment,2
Progenitor Exarch,W,,rare,Creature — Phyrexian Cat Cleric,2
Sunder the Gateway,W,,common,Sorcery,1
Swordsworn Cavalier,W,,common,Creature — Human Knight,1
Zhalfirin Lancer,W,,uncommon,Creature — Human Knight,1
Astral Wingspan,U,,uncommon,Enchantment — Aura,1
Chrome Host Seedshark,U,,rare,Creature — Phyrexian Shark,1
Eyes of Gitaxias,U,,common,Sorcery,4
Halo-Charged Skaab,U,,common,Creature — Zombie,3
Meeting of Minds,U,,common,Instant,3
Bloated Processor,B,,rare,Creature — Phyrexian,1
Breach the Multiverse,B,,rare,Sorcery,2
Corrupted Conviction,B,,common,Instant,3
Deadly Derision,B,,common,Instant,3
Etched Familiar,B,,common,Artifact Creature — Phyrexian Fox,3
Etched Host Doombringer,B,,common,Creature — Phyrexian Demon,2
Final Flourish,B,,common,Instant,3
Glistening Deluge,B,,uncommon,Sorcery,1
Grafted Butcher,B,,rare,Creature — Phyrexian Samurai,1
Ichor Drinker,B,,common,Creature — Phyrexian Vampire,2
Mirrodin Avenged,B,,common,Instant,1
Unseal the Necropolis,B,,common,Instant,2
Vanquish the Weak,B,,common,Instant,3
Akki Scrapchomper,R,,common,Creature — Phyrexian Goblin,1
Mirran Banesplitter,R,,common,Artifact — Equipment,1
Ral's Reinforcements,R,,common,Sorcery,3
Rampaging Raptor,R,,rare,Creature — Dinosaur,1
Shivan Branch-Burner,R,,uncommon,Creature — Dragon,2
Trailblazing Historian,R,,common,Creature — Human Shaman,1
Volcanic Spite,R,,common,Instant,3
Cosmic Hunger,G,,common,Instant,4
Fertilid's Favor,G,,common,Instant,2
Kami of Whispered Hopes,G,,uncommon,Creature — Spirit,3
"Ozolith, the Shattered Spire",G,,rare,Legendary Artifact,2
Ravenous Sailback,G,,uncommon,Creature — Dinosaur,2
Serpent-Blade Assailant,G,,common,Creature — Elf Warrior,1
Storm the Seedcore,G,,uncommon,Sorcery,2
Tribute to the World Tree,G,,rare,Enchantment,1
Baral and Kari Zev,"R,U",,rare,Legendary Creature — Human,1
Botanical Brawler,"G,W",,uncommon,Creature — Elemental Warrior,2
"Glissa, Herald of Predation","B,G",,rare,Legendary Creature — Phyrexian Zombie Elf,1
Hidetsugu and Kairi,"B,U",,rare,Legendary Creature — Ogre Demon Dragon,1
Mutagen Connoisseur,"G,U",,uncommon,Creature — Vedalken Mutant,1
Rankle and Torbran,"B,R",,rare,Legendary Creature — Faerie Dwarf,1
Sculpted Perfection,"B,W",,uncommon,Enchantment,2
Stormclaw Rager,"B,R",,uncommon,Creature — Ogre Warrior,2
Essence of Orthodoxy,W,,rare,Creature — Phyrexian,1
Seedpod Caretaker,W,,uncommon,Creature — Phyrexian Cleric,2
Terror of Towashi,B,,rare,Creature — Phyrexian Ogre,1
Ruins Recluse,G,,uncommon,Creature — Spider,2
Surrak and Goreclaw,G,,rare,Legendary Creature — Human Bear,1
"Daxos, Blessed by the Sun",W,,uncommon,Legendary Enchantment Creature — Demigod,1
"Renata, Called to the Hunt",G,,uncommon,Legendary Enchantment Creature — Demigod,1
Ancestral Katana,W,,common,Artifact — Equipment,2
A-Ancestral Katana,W,,common,Artifact — Equipment,2
Banishing Slash,W,,uncommon,Sorcery,4
Blade-Blizzard Kitsune,W,,uncommon,Creature — Fox Ninja,2
Eiganjo Exemplar,W,,common,Enchantment Creature — Human Samurai,4
A-Eiganjo Exemplar,W,,common,Enchantment Creature — Human Samurai,4
Go-Shintai of Shared Purpose,W,,uncommon,Legendary Enchantment Creature — Shrine,1
Lion Sash,W,,rare,Artifact Creature — Equipment Cat,2
Lucky Offering,W,,common,Sorcery,1
March of Otherworldly Light,W,,rare,Instant,2
Mothrider Patrol,W,,common,Creature — Fox Warrior,1
Selfless Samurai,W,,uncommon,Creature — Fox Samurai,4
Seven-Tail Mentor,W,,common,Creature — Fox Samurai,3
Wanderer's Intervention,W,,common,Instant,1
The Wandering Emperor,W,,mythic,Legendary Planeswalker,2
Disruption Protocol,U,,common,Instant,1
Essence Capture,U,,uncommon,Instant,1
Mirrorshell Crab,U,,common,Artifact Creature — Crab,1
Mobilizer Mech,U,,uncommon,Artifact — Vehicle,1
A-Moon-Circuit Hacker,U,,common,Enchantment Creature — Human Ninja,4
Planar Incision,U,,common,Instant,2
A-Prosperous Thief,U,,uncommon,Creature — Human Ninja,4
Short Circuit,U,,common,Enchantment — Aura,2
Suit Up,U,,common,Instant,1
Thousand-Faced Shadow,U,,rare,Creature — Human Ninja,2
A-Thousand-Faced Shadow,U,,rare,Creature — Human Ninja,2
Assassin's Ink,B,,uncommon,Instant,2
Biting-Palm Ninja,B,,rare,Creature — Human Ninja,2
Chainflail Centipede,B,,common,Artifact Creature — Equipment Insect,4
Dockside Chef,B,,uncommon,Enchantment Creature — Human Citizen,3
Dokuchi Shadow-Walker,B,,common,Creature — Ogre Ninja,4
Dokuchi Silencer,B,,uncommon,Creature — Human Ninja,4
A-Dokuchi Silencer,B,,uncommon,Creature — Human Ninja,4
Gravelighter,B,,uncommon,Creature — Spirit,4
Inkrise Infiltrator,B,,common,Creature — Human Ninja,4
Kaito's Pursuit,B,,common,Sorcery,1
Kami of Terrible Secrets,B,,common,Creature — Spirit,4
Leech Gauntlet,B,,uncommon,Artifact Creature — Equipment Leech,1
March of Wretched Sorrow,B,,rare,Instant,2
Mukotai Ambusher,B,,common,Artifact Creature — Rat Ninja,4
Mukotai Soulripper,B,,rare,Artifact — Vehicle,2
Nezumi Bladeblesser,B,,common,Creature — Rat Samurai,4
Reckoner's Bargain,B,,common,Instant,1
Soul Transfer,B,,rare,Sorcery,2
Twisted Embrace,B,,common,Enchantment — Aura,4
Akki War Paint,R,,common,Enchantment — Aura,2
Ambitious Assault,R,,common,Instant,4
"Atsushi, the Blazing Sky",R,,mythic,Legendary Creature — Dragon Spirit,2
Dragonspark Reactor,R,,uncommon,Artifact,4
Experimental Synthesizer,R,,common,Artifact,4
Gift of Wrath,R,,common,Enchantment — Aura,1
"Goro-Goro, Disciple of Ryusei",R,,rare,Legendary Creature — Goblin Samurai,2
Kami's Flare,R,,common,Instant,4
Rabbit Battery,R,,uncommon,Artifact Creature — Equipment Rabbit,4
Reinforced Ronin,R,,uncommon,Artifact Creature — Human Samurai,4
Scrap Welder,R,,rare,Creature — Goblin Artificer,2
Simian Sling,R,,common,Artifact Creature — Equipment Monkey,1
Tempered in Solitude,R,,uncommon,Enchantment,4
Thundering Raiju,R,,rare,Creature — Spirit,1
Twinshot Sniper,R,,uncommon,Artifact Creature — Goblin Archer,4
Voltage Surge,R,,common,Instant,4
Bamboo Grove Archer,G,,common,Enchantment Creature — Snake Archer,1
Bearer of Memory,G,,common,Enchantment Creature — Human Monk,1
Blossom Prancer,G,,uncommon,Creature — Spirit,2
Careful Cultivation,G,,common,Enchantment — Aura,4
Coiling Stalker,G,,common,Creature — Snake Ninja,2
Generous Visitor,G,,uncommon,Creature — Spirit,1
Grafted Growth,G,,common,Enchantment — Aura,1
Jukai Preserver,G,,common,Enchantment Creature — Human Druid,1
Tamiyo's Safekeeping,G,,common,Instant,1
Asari Captain,"R,W",,uncommon,Creature — Human Samurai,4
A-Asari Captain,"R,W",,uncommon,Creature — Human Samurai,4
Colossal Skyturtle,"G,U",,uncommon,Enchantment Creature — Turtle,4
